RS_GCF_000967545.1
RS_GCF_002954585.1
RS_GCF_002156475.1
RS_GCF_002156455.1
RS_GCF_001557875.1
GB_GCA_000169995.1
RS_GCF_015686695.1
RS_GCF_002877365.1
RS_GCF_900184095.1
RS_GCF_005281835.1
RS_GCF_018860525.1
RS_GCF_003937805.1
RS_GCF_009363415.1
GB_GCA_000953695.1
RS_GCF_001506075.1
GB_GCA_003263845.1
GB_GCA_000257205.1
RS_GCF_000287055.2
RS_GCF_003144035.1
RS_GCF_013114595.1
RS_GCF_009601765.2
RS_GCF_006333845.1
RS_GCF_004764665.1
RS_GCF_001558015.1
RS_GCF_014878155.1
RS_GCF_900089855.1
RS_GCF_014879975.1
RS_GCF_002875945.1
RS_GCF_000338875.1
RS_GCF_002873455.1
RS_GCF_000272405.2
RS_GCF_001029435.1
RS_GCF_008933155.1
RS_GCF_001690985.1
RS_GCF_900312675.1
RS_GCF_009665255.1
RS_GCF_001471585.2
RS_GCF_900130105.1
RS_GCF_900143745.1
RS_GCF_000196495.1
RS_GCF_019048845.1
RS_GCF_900149295.1
RS_GCF_003026815.1
RS_GCF_000696385.1
RS_GCF_004104355.1
RS_GCF_009873615.1
RS_GCF_000950415.1
RS_GCF_016464335.1
RS_GCF_002849605.1
RS_GCF_900185615.1
RS_GCF_900166975.1
RS_GCF_900166965.1
RS_GCF_003026285.1
RS_GCF_000731795.2
RS_GCF_003026355.1
RS_GCF_000196255.1
RS_GCF_003026395.1
RS_GCF_003025615.1
RS_GCF_009727955.1
RS_GCF_003026495.1
GB_GCA_003263805.1
RS_GCF_003026475.1
RS_GCF_001029445.1
RS_GCF_003025555.1
RS_GCF_000478685.1
RS_GCF_003025595.1
RS_GCF_002265265.1
RS_GCF_000176515.1
RS_GCF_014841115.1
RS_GCF_000940995.1
RS_GCF_003026455.1
RS_GCF_003614885.1
GB_GCA_001310415.1
GB_GCA_002689995.1
GB_GCA_016779585.1
GB_GCA_017642855.1
GB_GCA_902567095.1
GB_GCA_902579585.1
GB_GCA_902579285.1
GB_GCA_902573425.1
GB_GCA_902519465.1
GB_GCA_003209895.1
GB_GCA_902583785.1
GB_GCA_902568425.1
GB_GCA_902609645.1
GB_GCA_902587295.1
GB_GCA_902623915.1
GB_GCA_902587085.1
GB_GCA_902569185.1
GB_GCA_902567495.1
GB_GCA_902539745.1
GB_GCA_902583685.1
GB_GCA_902580445.1
GB_GCA_902614835.1
GB_GCA_902573065.1
GB_GCA_902566925.1
GB_GCA_003213135.1
GB_GCA_902599805.1
GB_GCA_902554135.1
GB_GCA_902578115.1
GB_GCA_902530635.1
GB_GCA_902578935.1
GB_GCA_902588585.1
GB_GCA_902582475.1
GB_GCA_902581795.1
GB_GCA_902634845.1
GB_GCA_902561155.1
GB_GCA_902634325.1
GB_GCA_902607585.1
GB_GCA_902602655.1
GB_GCA_902571095.1
GB_GCA_902607525.1
GB_GCA_902561465.1
GB_GCA_902616675.1
GB_GCA_902588625.1
GB_GCA_902553555.1
GB_GCA_902620525.1
GB_GCA_902524105.1
GB_GCA_902605645.1
GB_GCA_902573835.1
GB_GCA_902622825.1
GB_GCA_902580115.1
GB_GCA_902563575.1
GB_GCA_902552185.1
GB_GCA_902596745.1
GB_GCA_902579605.1
GB_GCA_902530885.1
GB_GCA_902587145.1
GB_GCA_902599495.1
GB_GCA_902570785.1
GB_GCA_902548045.1
GB_GCA_902604065.1
GB_GCA_902606835.1
GB_GCA_902633335.1
GB_GCA_902607625.1
GB_GCA_902557605.1
GB_GCA_902582345.1
GB_GCA_902582155.1
GB_GCA_902635795.1
GB_GCA_902609855.1
GB_GCA_902546795.1
GB_GCA_902619495.1
GB_GCA_902616145.1
GB_GCA_902596205.1
GB_GCA_902591045.1
GB_GCA_902557935.1
GB_GCA_902543665.1
GB_GCA_014654415.1
GB_GCA_902615715.1
GB_GCA_902601705.1
GB_GCA_902578315.1
GB_GCA_902566675.1
GB_GCA_902631535.1
GB_GCA_902598125.1
GB_GCA_902556855.1
GB_GCA_902552345.1
GB_GCA_902630925.1
GB_GCA_902628815.1
GB_GCA_902612235.1
GB_GCA_902606665.1
GB_GCA_902537845.1
GB_GCA_003213555.1
GB_GCA_902598735.1
GB_GCA_902595625.1
GB_GCA_902590465.1
GB_GCA_902575095.1
GB_GCA_902567785.1
GB_GCA_902615435.1
GB_GCA_902590505.1
GB_GCA_902542795.1
GB_GCA_902538445.1
GB_GCA_902523185.1
GB_GCA_001321855.1
GB_GCA_902536305.1
GB_GCA_902591415.1
GB_GCA_902590285.1
GB_GCA_003283025.1
GB_GCA_902580565.1
GB_GCA_902572345.1
GB_GCA_000419545.1
GB_GCA_902623395.1
GB_GCA_902603945.1
GB_GCA_902597875.1
GB_GCA_902589155.1
GB_GCA_902545945.1
GB_GCA_003282835.1
GB_GCA_902601545.1
GB_GCA_902532595.1
GB_GCA_902626045.1
GB_GCA_902590115.1
GB_GCA_014653835.1
GB_GCA_905612415.1
GB_GCA_902613915.1
GB_GCA_902590755.1
GB_GCA_902568465.1
GB_GCA_902567685.1
GB_GCA_003284275.1
GB_GCA_902624885.1
GB_GCA_902605035.1
GB_GCA_902598315.1
GB_GCA_902583585.1
GB_GCA_902535255.1
GB_GCA_902523095.1
GB_GCA_014653545.1
GB_GCA_902582875.1
GB_GCA_902569735.1
GB_GCA_902517535.1
GB_GCA_902630915.1
GB_GCA_902590845.1
GB_GCA_902573985.1
GB_GCA_902613545.1
GB_GCA_902632145.1
GB_GCA_003282965.1
GB_GCA_902561585.1
GB_GCA_902626185.1
GB_GCA_902597175.1
GB_GCA_902594835.1
GB_GCA_902582165.1
GB_GCA_902572605.1
GB_GCA_902557785.1
GB_GCA_902632445.1
GB_GCA_902625945.1
GB_GCA_902593905.1
GB_GCA_902567945.1
GB_GCA_902619835.1
GB_GCA_902573905.1
GB_GCA_902522955.1
GB_GCA_902519635.1
GB_GCA_902598595.1
GB_GCA_902589705.1
GB_GCA_902589305.1
GB_GCA_902569785.1
GB_GCA_902547825.1
GB_GCA_902592655.1
GB_GCA_902620585.1
GB_GCA_902625125.1
GB_GCA_902618555.1
GB_GCA_902608065.1
GB_GCA_902536205.1
GB_GCA_902635225.1
GB_GCA_902585045.1
GB_GCA_902589795.1
GB_GCA_902610975.1
GB_GCA_902589505.1
GB_GCA_902573865.1
GB_GCA_902555185.1
GB_GCA_902554785.1
GB_GCA_902584365.1
GB_GCA_902577575.1
GB_GCA_902544345.1
GB_GCA_003281795.1
GB_GCA_902549495.1
GB_GCA_902630665.1
GB_GCA_902624195.1
GB_GCA_902535505.1
GB_GCA_902619675.1
GB_GCA_902610115.1
GB_GCA_014653815.1
GB_GCA_902604055.1
GB_GCA_902587515.1
GB_GCA_902569465.1
GB_GCA_902604695.1
GB_GCA_902557775.1
GB_GCA_003213115.1
GB_GCA_902536385.1
GB_GCA_902595375.1
GB_GCA_902566945.1
GB_GCA_902579115.1
GB_GCA_902572475.1
GB_GCA_902536085.1
GB_GCA_000504605.1
GB_GCA_902610515.1
GB_GCA_902530215.1
GB_GCA_905618885.1
GB_GCA_905620505.1
GB_GCA_902617025.1
GB_GCA_902624495.1
GB_GCA_003211695.1
GB_GCA_902603215.1
GB_GCA_000513075.1
GB_GCA_000513055.1
GB_GCA_003214615.1
GB_GCA_902635455.1
GB_GCA_902577425.1
GB_GCA_902594815.1
GB_GCA_902596365.1
GB_GCA_902592345.1
GB_GCA_902567135.1
GB_GCA_902591485.1
GB_GCA_902595425.1
GB_GCA_902561355.1
GB_GCA_902569865.1
GB_GCA_902576125.1
GB_GCA_902607435.1
GB_GCA_902512415.1
GB_GCA_902553945.1
GB_GCA_902512325.1
GB_GCA_902603095.1
GB_GCA_902511405.1
GB_GCA_902602515.1
GB_GCA_902593125.1
GB_GCA_902625365.1
GB_GCA_018660505.1
GB_GCA_902616075.1
GB_GCA_902586695.1
GB_GCA_902580765.1
GB_GCA_902562275.1
GB_GCA_902553005.1
GB_GCA_902541215.1
GB_GCA_902601455.1
GB_GCA_902573325.1
GB_GCA_902518705.1
GB_GCA_902521325.1
GB_GCA_902604905.1
GB_GCA_902517315.1
GB_GCA_902575375.1
GB_GCA_902627245.1
GB_GCA_902518895.1
GB_GCA_902540265.1
GB_GCA_902582755.1
GB_GCA_902619055.1
GB_GCA_902614395.1
GB_GCA_902620285.1
GB_GCA_902615745.1
GB_GCA_902595805.1
GB_GCA_902585605.1
GB_GCA_902623585.1
GB_GCA_902572735.1
GB_GCA_902570155.1
GB_GCA_902518985.1
GB_GCA_902614085.1
GB_GCA_902628645.1
GB_GCA_902577905.1
GB_GCA_902630465.1
GB_GCA_902560725.1
GB_GCA_902621855.1
GB_GCA_902515745.1
GB_GCA_902587565.1
GB_GCA_902621725.1
GB_GCA_902615625.1
GB_GCA_902612825.1
GB_GCA_902602885.1
GB_GCA_902620425.1
GB_GCA_902615845.1
GB_GCA_902613275.1
GB_GCA_902575815.1
GB_GCA_902525035.1
GB_GCA_902597015.1
GB_GCA_902522015.1
GB_GCA_902612805.1
GB_GCA_902519435.1
GB_GCA_902514875.1
GB_GCA_902577945.1
GB_GCA_902530685.1
GB_GCA_902621305.1
GB_GCA_902584805.1
GB_GCA_902522865.1
GB_GCA_902539825.1
GB_GCA_902524385.1
GB_GCA_902560675.1
GB_GCA_902621165.1
RS_GCF_000487995.1
GB_GCA_910586065.1
GB_GCA_017461445.1
GB_GCA_013112535.1
GB_GCA_012960105.1
GB_GCA_002704345.1
GB_GCA_902537725.1
GB_GCA_003278145.1
GB_GCA_003279705.1
GB_GCA_902626605.1
GB_GCA_002728335.1
GB_GCA_002731945.1
GB_GCA_003209955.1
GB_GCA_003212795.1
GB_GCA_902609025.1
GB_GCA_902533755.1
GB_GCA_902608415.1
GB_GCA_008501635.1
GB_GCA_007571365.1
GB_GCA_009841115.1
GB_GCA_018672475.1
GB_GCA_902602795.1
GB_GCA_018649625.1
GB_GCA_905614375.1
GB_GCA_018650185.1
GB_GCA_018673955.1
GB_GCA_012959765.1
GB_GCA_002687335.1
GB_GCA_902580855.1
GB_GCA_003209225.1
GB_GCA_902608385.1
GB_GCA_902518395.1
GB_GCA_003211555.1
GB_GCA_902595465.1
GB_GCA_902551215.1
GB_GCA_902590125.1
GB_GCA_009840005.1
GB_GCA_015490795.1
GB_GCA_902533035.1
GB_GCA_004124405.1
GB_GCA_009992505.1
RS_GCF_004136315.1
RS_GCF_014873545.1
RS_GCF_016756615.1
RS_GCF_013240295.1
RS_GCF_016756495.1
RS_GCF_014843825.1
RS_GCF_008520305.1
RS_GCF_006440775.1
RS_GCF_003353565.1
RS_GCF_002879535.1
RS_GCF_006442685.1
RS_GCF_006442315.1
RS_GCF_001686985.1
RS_GCF_000472705.1
RS_GCF_001303895.1
RS_GCF_006442965.1
RS_GCF_003601985.1
RS_GCF_002295115.1
RS_GCF_002294725.1
RS_GCF_016467435.1
RS_GCF_003289945.1
RS_GCF_013170825.1
RS_GCF_006442815.1
RS_GCF_006439515.1
RS_GCF_004791025.1
RS_GCF_003601975.1
RS_GCF_013170705.1
RS_GCF_006442795.1
RS_GCF_006440735.1
RS_GCF_006440675.1
RS_GCF_006658505.1
GB_GCA_004963905.1
GB_GCA_004020545.1
RS_GCF_900199455.1
RS_GCF_900115245.1
RS_GCF_005503535.1
RS_GCF_004791165.1
RS_GCF_003952525.1
RS_GCF_003952485.1
RS_GCF_003952385.1
GB_GCA_004791255.1
RS_GCF_006442205.1
RS_GCF_002356515.1
RS_GCF_000176035.2
RS_GCF_014843845.1
RS_GCF_000009625.1
RS_GCF_003952505.1
GB_GCA_016711085.1
RS_GCF_019091085.1
RS_GCF_014189455.1
RS_GCF_004791585.1
GB_GCA_001510895.1
RS_GCF_016756535.1
RS_GCF_003952465.1
RS_GCF_002858745.1
RS_GCF_002294985.1
RS_GCF_004016445.2
RS_GCF_008727715.1
RS_GCF_001889605.1
RS_GCF_006439355.1
RS_GCF_003289965.1
GB_GCA_000824785.1
RS_GCF_002295065.1
RS_GCF_002294995.1
RS_GCF_004022705.2
GB_GCA_000824845.1
GB_GCA_004020875.1
GB_GCA_004017535.1
RS_GCF_003952425.1
GB_GCA_000824825.2
RS_GCF_016591715.1
GB_GCA_000824805.1
RS_GCF_000300515.1
RS_GCF_003012745.1
RS_GCF_000502715.1
RS_GCF_013520985.1
RS_GCF_004000235.1
GB_GCA_017643025.1
RS_GCF_000502835.1
RS_GCF_007003975.1
RS_GCF_016836705.1
RS_GCF_003952365.1
RS_GCF_004010325.2
GB_GCA_005063415.1
GB_GCA_004962925.1
GB_GCA_004020365.1
GB_GCA_004020315.1
GB_GCA_004020645.1
RS_GCF_016756595.1
RS_GCF_000350085.1
GB_GCA_004962245.1
RS_GCF_000359125.1
RS_GCF_003034915.1
RS_GCF_002284565.1
GB_GCA_905339215.1
RS_GCF_002284535.1
RS_GCF_000503055.1
RS_GCF_000427725.1
RS_GCF_017815515.1
RS_GCF_007830515.1
RS_GCF_900156895.1
RS_GCF_900099905.1
RS_GCF_002284575.1
RS_GCF_003863365.1
RS_GCF_014640615.1
RS_GCF_001014615.2
RS_GCF_004801285.1
RS_GCF_007829525.1
RS_GCF_001425575.1
RS_GCF_017183135.1
RS_GCF_001427025.1
RS_GCF_002893625.1
RS_GCF_900113065.1
RS_GCF_014196835.1
RS_GCF_003583935.1
RS_GCF_008180155.1
RS_GCF_001442755.1
RS_GCF_001423245.1
RS_GCF_009749525.1
RS_GCF_001463705.1
RS_GCF_014191375.1
RS_GCF_001463745.1
GB_GCA_002005325.1
RS_GCF_015500055.1
RS_GCF_001558695.1
RS_GCF_003012705.1
RS_GCF_001651865.1
RS_GCF_014495845.1
RS_GCF_014058705.1
RS_GCF_001651855.1
RS_GCF_014534685.1
RS_GCF_000378985.1
RS_GCF_000018545.1
RS_GCF_002075885.1
RS_GCF_000265205.3
RS_GCF_002944405.1
RS_GCF_000518985.1
RS_GCF_001461695.1
RS_GCF_003403035.1
RS_GCF_017874595.1
RS_GCF_004827385.1
RS_GCF_003337575.1
RS_GCF_002078505.1
GB_GCA_003577315.1
RS_GCF_013488225.1
RS_GCF_003010965.1
RS_GCF_003010935.1
RS_GCF_003010955.1
RS_GCF_001651875.1
RS_GCF_002764115.1
GB_GCA_900473175.1
RS_GCF_017833775.1
RS_GCF_000513895.1
RS_GCF_014192095.1
RS_GCF_003970795.1
RS_GCF_001475935.1
GB_GCA_000168735.1
RS_GCF_900114255.1
RS_GCF_003590645.1
RS_GCF_011045115.1
RS_GCF_000372965.1
RS_GCF_003997495.1
RS_GCF_011045125.1
RS_GCF_000472785.1
GB_GCA_014189435.1
RS_GCF_015500075.1
RS_GCF_013170845.1
RS_GCF_000519305.1
RS_GCF_000230995.2
RS_GCF_003148495.1
RS_GCF_003996995.1
RS_GCF_003148805.1
RS_GCF_000502875.1
GB_GCA_900472295.1
RS_GCF_014863355.1
RS_GCF_900103325.1
RS_GCF_017874015.1
RS_GCF_013170805.1
RS_GCF_001427285.1
RS_GCF_000236565.1
RS_GCF_003997935.1
RS_GCF_001425625.1
RS_GCF_000688075.1
RS_GCF_000185905.1
RS_GCF_900445235.1
RS_GCF_000502955.1
RS_GCF_004919685.1
RS_GCF_001427385.1
RS_GCF_014200015.1
RS_GCF_014206975.1
RS_GCF_014138625.1
RS_GCF_003934165.1
RS_GCF_004341625.1
RS_GCF_014207355.1
RS_GCF_003666685.1
RS_GCF_003432385.1
RS_GCF_004912165.1
RS_GCF_003253745.1
RS_GCF_000513935.1
RS_GCF_002270415.1
RS_GCF_000425965.1
RS_GCF_018555685.1
RS_GCF_009812055.1
GB_GCA_017306545.1
RS_GCF_900177325.1
RS_GCF_010993735.1
RS_GCF_000419765.1
RS_GCF_001908375.1
RS_GCF_900099775.1
GB_GCA_019192585.1
RS_GCF_000816845.1
GB_GCA_003331045.1
RS_GCF_015353075.1
RS_GCF_014595955.1
RS_GCF_014280035.1
RS_GCF_014279875.1
RS_GCF_014279795.1
RS_GCF_014279995.1
RS_GCF_000760295.1
RS_GCF_000153805.1
GB_GCA_003215415.1
RS_GCF_017696175.1
RS_GCF_014279975.1
GB_GCA_003211235.1
GB_GCA_003211275.1
RS_GCF_014304815.1
GB_GCA_003211205.1
RS_GCF_000153285.1
GB_GCA_003278425.1
GB_GCA_003210795.1
GB_GCA_000063505.1
GB_GCA_003210735.1
GB_GCA_003208835.1
GB_GCA_902589115.1
GB_GCA_003280055.1
RS_GCF_000012505.1
RS_GCF_900474185.1
GB_GCA_003215655.1
RS_GCF_900473965.1
GB_GCA_003215435.1
GB_GCA_003215355.1
GB_GCA_003280245.1
GB_GCA_003280105.1
RS_GCF_014279895.1
GB_GCA_003210775.1
GB_GCA_902571335.1
GB_GCA_003211535.1
RS_GCF_014280175.1
RS_GCF_008807075.1
RS_GCF_000012625.1
GB_GCA_902563335.1
GB_GCA_003215635.1
GB_GCA_003215335.1
GB_GCA_003215295.1
RS_GCF_014279755.1
RS_GCF_000515235.1
GB_GCA_003216075.1
RS_GCF_000161795.2
GB_GCA_902587615.1
GB_GCA_003216035.1
GB_GCA_003215315.1
RS_GCF_000018585.1
GB_GCA_003280085.1
GB_GCA_003278345.1
GB_GCA_003278175.1
RS_GCF_000737535.1
RS_GCF_000012645.1
RS_GCF_000011485.1
GB_GCA_003280225.1
GB_GCA_003209165.1
RS_GCF_014280195.1
RS_GCF_000737595.1
GB_GCA_003215725.1
RS_GCF_017695955.1
GB_GCA_003216435.1
GB_GCA_003214295.1
GB_GCA_902600475.1
GB_GCA_003212695.1
GB_GCA_003212515.1
RS_GCF_000760175.1
RS_GCF_014279595.1
RS_GCF_000737575.1
GB_GCA_902572675.1
GB_GCA_003214115.1
GB_GCA_003213855.1
RS_GCF_004209775.1
RS_GCF_000759855.1
GB_GCA_902534685.1
GB_GCA_003281455.1
GB_GCA_003279845.1
GB_GCA_003211515.1
GB_GCA_003210155.1
RS_GCF_014217855.1
GB_GCA_902560875.1
GB_GCA_003216455.1
GB_GCA_003215775.1
GB_GCA_003214215.1
GB_GCA_902564235.1
GB_GCA_003281125.1
RS_GCF_014279815.1
RS_GCF_000759975.1
RS_GCF_000195975.1
RS_GCF_000760215.1
GB_GCA_902620895.1
GB_GCA_003281255.1
GB_GCA_003280095.1
GB_GCA_003216415.1
GB_GCA_003216155.1
RS_GCF_000759955.1
GB_GCA_902536545.1
GB_GCA_017644375.1
GB_GCA_003216635.1
GB_GCA_003215935.1
GB_GCA_003214175.1
GB_GCA_003209275.1
GB_GCA_000634515.1
GB_GCA_902596585.1
GB_GCA_902542595.1
GB_GCA_003281715.1
GB_GCA_902634405.1
GB_GCA_017644325.1
GB_GCA_003281365.1
GB_GCA_003279015.1
GB_GCA_902538515.1
GB_GCA_003278765.1
GB_GCA_003213275.1
GB_GCA_003211755.1
GB_GCA_902626525.1
GB_GCA_003281385.1
GB_GCA_003215535.1
RS_GCF_017696075.1
GB_GCA_902573565.1
GB_GCA_003210135.1
GB_GCA_003209425.1
RS_GCF_017695965.1
RS_GCF_002026165.1
RS_GCF_002026015.1
RS_GCF_000007925.1
GB_GCA_902618335.1
GB_GCA_902590355.1
GB_GCA_902538225.1
GB_GCA_902536725.1
GB_GCA_003281525.1
GB_GCA_003279115.1
GB_GCA_003213375.1
GB_GCA_003211415.1
RS_GCF_000230675.1
GB_GCA_902606505.1
GB_GCA_902578845.1
GB_GCA_902571795.1
GB_GCA_902550485.1
GB_GCA_902521995.1
GB_GCA_003279445.1
GB_GCA_003279055.1
GB_GCA_003278845.1
GB_GCA_003278535.1
GB_GCA_003278195.1
RS_GCF_000757845.1
GB_GCA_902626435.1
GB_GCA_902616595.1
GB_GCA_902572075.1
GB_GCA_902536455.1
GB_GCA_003280135.1
GB_GCA_003278875.1
GB_GCA_003213235.1
GB_GCA_003212115.1
GB_GCA_000635495.1
GB_GCA_902576415.1
GB_GCA_902574425.1
GB_GCA_902536775.1
GB_GCA_902527105.1
GB_GCA_017644425.1
RS_GCF_017696205.1
RS_GCF_002025975.1
GB_GCA_003284445.1
GB_GCA_003281645.1
GB_GCA_003281625.1
GB_GCA_003280995.1
GB_GCA_003216355.1
GB_GCA_003215555.1
GB_GCA_003209475.1
GB_GCA_902615165.1
GB_GCA_003281225.1
GB_GCA_003278855.1
GB_GCA_003278045.1
GB_GCA_003212055.1
RS_GCF_000015965.1
GB_GCA_902591865.1
GB_GCA_902572825.1
GB_GCA_902565305.1
GB_GCA_902558895.1
GB_GCA_003281505.1
GB_GCA_003280895.1
GB_GCA_003278925.1
GB_GCA_003210755.1
RS_GCF_017696275.1
RS_GCF_017696015.1
RS_GCF_000015645.1
GB_GCA_902595175.1
GB_GCA_902537445.1
GB_GCA_003280885.1
GB_GCA_003280575.1
GB_GCA_003278955.1
GB_GCA_003213255.1
RS_GCF_001989455.1
GB_GCA_003279105.1
GB_GCA_003278705.1
GB_GCA_003209675.1
GB_GCA_000634215.1
GB_GCA_000634195.1
RS_GCF_000760035.1
GB_GCA_902622705.1
GB_GCA_902611225.1
GB_GCA_902539115.1
GB_GCA_003281315.1
GB_GCA_003280915.1
GB_GCA_003280655.1
GB_GCA_003278545.1
GB_GCA_003212195.1
GB_GCA_003212035.1
GB_GCA_003211955.1
GB_GCA_003209375.1
RS_GCF_017696315.1
RS_GCF_001180285.1
RS_GCF_001180265.1
GB_GCA_902629395.1
GB_GCA_902591275.1
GB_GCA_902583265.1
GB_GCA_902519235.1
GB_GCA_003278735.1
GB_GCA_003216795.1
GB_GCA_003209585.1
RS_GCF_000759885.1
GB_GCA_902616385.1
GB_GCA_902535175.1
GB_GCA_003281685.1
GB_GCA_003278895.1
GB_GCA_003215475.1
GB_GCA_003212555.1
GB_GCA_003209565.1
GB_GCA_000635535.1
GB_GCA_000635015.1
RS_GCF_000760095.1
GB_GCA_902617605.1
GB_GCA_902520485.1
GB_GCA_003216915.1
RS_GCF_017696055.1
RS_GCF_002026145.1
GB_GCA_902621675.1
GB_GCA_902594875.1
GB_GCA_003278525.1
RS_GCF_000018065.1
GB_GCA_902525585.1
GB_GCA_003281605.1
GB_GCA_003281185.1
GB_GCA_003279535.1
GB_GCA_003214815.1
GB_GCA_003214085.1
GB_GCA_003212615.1
GB_GCA_003212395.1
GB_GCA_902622625.1
GB_GCA_902618795.1
GB_GCA_902606255.1
GB_GCA_902564535.1
GB_GCA_902535185.1
GB_GCA_902525075.1
GB_GCA_902518475.1
GB_GCA_003281335.1
GB_GCA_003216535.1
RS_GCF_000760115.1
RS_GCF_000757865.1
GB_GCA_902634795.1
GB_GCA_003281485.1
GB_GCA_003279655.1
GB_GCA_003279615.1
GB_GCA_003214235.1
GB_GCA_003214055.1
GB_GCA_003216575.1
RS_GCF_017695975.1
RS_GCF_001180325.1
GB_GCA_902573045.1
GB_GCA_902535025.1
GB_GCA_003212625.1
RS_GCF_003208055.1
GB_GCA_003210315.1
RS_GCF_017696085.1
GB_GCA_003215795.1
GB_GCA_003214355.1
GB_GCA_003279005.1
GB_GCA_003214975.1
GB_GCA_017644295.1
GB_GCA_003279635.1
GB_GCA_003216955.1
GB_GCA_003216615.1
RS_GCF_001040845.1
GB_GCA_902522795.1
GB_GCA_003278445.1
GB_GCA_003216275.1
GB_GCA_003211135.1
RS_GCF_000014585.1
GB_GCA_003216755.1
GB_GCA_902564695.1
GB_GCA_003281405.1
GB_GCA_003216375.1
GB_GCA_003213355.1
GB_GCA_003212535.1
GB_GCA_003210655.1
GB_GCA_003215895.1
GB_GCA_902624085.1
GB_GCA_003283685.1
GB_GCA_003280445.1
GB_GCA_003284185.1
GB_GCA_003277985.1
GB_GCA_003279565.1
GB_GCA_003216815.1
GB_GCA_003209755.1
GB_GCA_003209055.1
GB_GCA_902627325.1
GB_GCA_003216975.1
RS_GCF_000015665.1
GB_GCA_003284375.1
GB_GCA_003281415.1
GB_GCA_003216175.1
GB_GCA_003211115.1
GB_GCA_003279945.1
GB_GCA_003216295.1
GB_GCA_003216135.1
GB_GCA_003209655.1
GB_GCA_003281165.1
GB_GCA_003216895.1
GB_GCA_003212175.1
GB_GCA_003211335.1
GB_GCA_007996965.1
GB_GCA_902624105.1
GB_GCA_003279875.1
GB_GCA_000218745.1
RS_GCF_000012465.1
GB_GCA_003280025.1
GB_GCA_003210895.1
GB_GCA_003213955.1
GB_GCA_003211315.1
GB_GCA_003209795.1
GB_GCA_003209065.1
GB_GCA_003282225.1
GB_GCA_003216775.1
GB_GCA_003216465.1
GB_GCA_003208885.1
RS_GCF_014217875.1
GB_GCA_003279855.1
GB_GCA_000218705.1
GB_GCA_902623195.1
GB_GCA_003282425.1
GB_GCA_003212375.1
